2.011000000000000000e+03,2.011000000000000000e+03,2.011000000000000000e+03,2.011000000000000000e+03,2.011000000000000000e+03,2.011000000000000000e+03
1.326000000000000000e+03,1.000000000000000000e+00,9.824000000000000510e-01,1.254000000000000057e+02,8.840000000000000568e+01,4.299999999999999656e-02
1.314000000000000000e+03,2.000000000000000000e+00,9.476999999999999869e-01,1.122000000000000028e+02,8.720000000000000284e+01,5.099999999999999672e-02
1.393000000000000000e+03,3.000000000000000000e+00,9.484000000000000208e-01,1.157999999999999972e+02,8.990000000000000568e+01,6.400000000000000133e-02
1.246000000000000000e+03,4.000000000000000000e+00,9.489999999999999547e-01,1.182000000000000028e+02,9.170000000000000284e+01,-7.299999999999999545e-02
1.452000000000000000e+03,5.000000000000000000e+00,9.150000000000000355e-01,1.129000000000000057e+02,9.179999999999999716e+01,-1.700000000000000122e-02
1.462000000000000000e+03,6.000000000000000000e+00,8.867000000000000437e-01,1.129000000000000057e+02,9.440000000000000568e+01,6.099999999999999867e-02
1.449000000000000000e+03,7.000000000000000000e+00,9.294000000000000039e-01,1.180000000000000000e+02,9.429999999999999716e+01,-1.150000000000000050e-01
1.206000000000000000e+03,8.000000000000000000e+00,8.990000000000000213e-01,1.132000000000000028e+02,9.359999999999999432e+01,-1.499999999999999944e-02
1.437000000000000000e+03,9.000000000000000000e+00,8.963999999999999746e-01,1.147000000000000028e+02,9.509999999999999432e+01,-2.700000000000000316e-02
1.208000000000000000e+03,1.000000000000000000e+01,8.424000000000000377e-01,1.082000000000000028e+02,9.350000000000000000e+01,2.299999999999999961e-02
1.266000000000000000e+03,1.100000000000000000e+01,8.881000000000000005e-01,1.150999999999999943e+02,9.620000000000000284e+01,-7.599999999999999811e-02
1.155000000000000000e+03,1.200000000000000000e+01,8.911999999999999922e-01,1.065000000000000000e+02,8.870000000000000284e+01,-7.400000000000001021e-02
1.412000000000000000e+03,1.200000000000000000e+01,8.344000000000000306e-01,1.082000000000000028e+02,9.400000000000000000e+01,1.600000000000000033e-02
1.343000000000000000e+03,1.300000000000000000e+01,7.112000000000000544e-01,1.045999999999999943e+02,9.679999999999999716e+01,1.009999999999999926e-01
1.232000000000000000e+03,1.400000000000000000e+01,6.387000000000000455e-01,1.009000000000000057e+02,9.609999999999999432e+01,5.200000000000000455e-02
1.254000000000000000e+03,1.500000000000000000e+01,6.212999999999999634e-01,1.077999999999999972e+02,1.032999999999999972e+02,5.099999999999999672e-02
1.106000000000000000e+03,1.600000000000000000e+01,1.375000000000000111e-01,9.029999999999999716e+01,1.059000000000000057e+02,2.999999999999999889e-02
1.427000000000000000e+03,1.600000000000000000e+01,3.415000000000000258e-01,1.000999999999999943e+02,1.060000000000000000e+02,5.000000000000000278e-02
1.181000000000000000e+03,1.000000000000000000e+00,9.719999999999999751e-01,1.187999999999999972e+02,8.720000000000000284e+01,6.000000000000000125e-03
1.361000000000000000e+03,2.000000000000000000e+00,9.498999999999999666e-01,1.125999999999999943e+02,8.709999999999999432e+01,6.700000000000000400e-02
1.163000000000000000e+03,3.000000000000000000e+00,9.221000000000000307e-01,1.147000000000000028e+02,9.250000000000000000e+01,1.800000000000000211e-02
1.400000000000000000e+03,4.000000000000000000e+00,9.657000000000000028e-01,1.140000000000000000e+02,8.529999999999999716e+01,-5.500000000000000028e-02
1.112000000000000000e+03,5.000000000000000000e+00,8.952999999999999847e-01,1.150999999999999943e+02,9.550000000000000000e+01,7.799999999999999989e-02
1.153000000000000000e+03,6.000000000000000000e+00,9.127999999999999448e-01,1.100999999999999943e+02,8.979999999999999716e+01,4.700000000000000011e-02
1.396000000000000000e+03,7.000000000000000000e+00,8.764999999999999458e-01,1.100000000000000000e+02,9.279999999999999716e+01,3.099999999999999978e-02
1.276000000000000000e+03,8.000000000000000000e+00,8.575000000000000400e-01,1.102999999999999972e+02,9.440000000000000568e+01,9.000000000000001055e-03
1.397000000000000000e+03,9.000000000000000000e+00,8.388999999999999790e-01,1.082000000000000028e+02,9.370000000000000284e+01,-4.400000000000000439e-02
1.336000000000000000e+03,1.000000000000000000e+01,8.494000000000000439e-01,1.134000000000000057e+02,9.759999999999999432e+01,4.800000000000000100e-02
1.281000000000000000e+03,1.100000000000000000e+01,8.883999999999999675e-01,1.134000000000000057e+02,9.470000000000000284e+01,-1.200000000000000025e-02
1.272000000000000000e+03,1.200000000000000000e+01,6.732000000000000206e-01,1.017999999999999972e+02,9.559999999999999432e+01,1.320000000000000062e-01
1.324000000000000000e+03,1.300000000000000000e+01,7.917999999999999483e-01,1.160000000000000000e+02,1.032999999999999972e+02,3.700000000000000511e-02
1.137000000000000000e+03,1.400000000000000000e+01,6.974000000000000199e-01,1.030999999999999943e+02,9.590000000000000568e+01,4.000000000000000083e-02
1.294000000000000000e+03,1.500000000000000000e+01,6.199000000000000066e-01,1.047000000000000028e+02,1.004000000000000057e+02,1.800000000000000211e-02
1.214000000000000000e+03,1.600000000000000000e+01,3.304000000000000270e-01,9.190000000000000568e+01,9.779999999999999716e+01,2.500000000000000139e-02
1.338000000000000000e+03,1.000000000000000000e+00,9.599999999999999645e-01,1.197000000000000028e+02,9.079999999999999716e+01,-3.000000000000000062e-03
1.196000000000000000e+03,2.000000000000000000e+00,9.250000000000000444e-01,1.155999999999999943e+02,9.290000000000000568e+01,4.000000000000000083e-02
1.140000000000000000e+03,3.000000000000000000e+00,9.472000000000000419e-01,1.182000000000000028e+02,9.190000000000000568e+01,5.299999999999999850e-02
1.458000000000000000e+03,4.000000000000000000e+00,9.548999999999999710e-01,1.257999999999999972e+02,9.640000000000000568e+01,1.399999999999999856e-02
1.243000000000000000e+03,5.000000000000000000e+00,8.945999999999999508e-01,1.105000000000000000e+02,9.170000000000000284e+01,1.399999999999999856e-02
1.385000000000000000e+03,6.000000000000000000e+00,8.849000000000000199e-01,1.105999999999999943e+02,9.259999999999999432e+01,5.099999999999999672e-02
1.417000000000000000e+03,7.000000000000000000e+00,8.458999999999999853e-01,1.069000000000000057e+02,9.220000000000000284e+01,2.899999999999999800e-02
1.139000000000000000e+03,8.000000000000000000e+00,8.417999999999999927e-01,1.117999999999999972e+02,9.670000000000000284e+01,-5.000000000000000104e-03
1.330000000000000000e+03,9.000000000000000000e+00,8.483000000000000540e-01,1.089000000000000057e+02,9.379999999999999716e+01,7.599999999999999811e-02
1.277000000000000000e+03,1.000000000000000000e+01,8.588999999999999968e-01,1.085999999999999943e+02,9.279999999999999716e+01,2.899999999999999800e-02
1.211000000000000000e+03,1.100000000000000000e+01,8.947000000000000508e-01,1.104000000000000057e+02,9.159999999999999432e+01,-1.499999999999999944e-02
